2008-2009 RPI,,,,,,,,,,,,
,,,,,,,,,,,,
Records reflect games against Division I opponents only.,,,,,,,,,,,,
,,,,,,,,,,,,
Click on team name for schedule and results. Clickable column headings will sort by that column.,,,,,,,,,,,,
,,,,,,,,,,,,
Shaded teams made the tournament,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,RPI Data,,,,,SOS,,Polls,
36,Texas A&M,22-9,0.5927,18,7.8,0.6977,0.5638 (51),0.5455,51,0.5577,,
37,LSU,26-7,0.5922,20.8,6.6,0.7591,0.5420 (84),0.5259,81,0.5366,20,16
38,Southern California,21-12,0.5908,15.8,9.6,0.622,0.5979 (18),0.5455,21,0.5804,,
39,California,22-10,0.5904,18,8.4,0.6818,0.5684 (43),0.5431,45,0.56,,
40,Creighton,26-7,0.59,23.2,6.2,0.7891,0.5262 (111),0.5185,111,0.5237,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
41,Texas,22-11,0.5899,18.4,9.4,0.6619,0.5685 (42),0.5606,36,0.5659,,
42,Minnesota,21-10,0.5882,16.6,8.8,0.6535,0.5731 (37),0.5533,35,0.5665,,
43,Western Kentucky,23-8,0.586,21,5.2,0.8015,0.5230 (117),0.4965,125,0.5142,,
44,Michigan,19-13,0.585,15,11,0.5769,0.6055 (11),0.5519,12,0.5876,,
45,Wisconsin,18-12,0.584,14.8,10.4,0.5873,0.5947 (21),0.5593,16,0.5829,,
46,UAB,22-11,0.5812,19.6,8.6,0.695,0.5515 (71),0.5267,73,0.5432,,
47,Illinois St,24-9,0.5803,21.6,7.4,0.7448,0.5319 (101),0.5128,105,0.5255,,
48,St. Mary's,24-6,0.5799,22.8,5.2,0.8143,0.5001 (158),0.5051,150,0.5017,,
49,Niagara,26-8,0.5789,25.6,6.4,0.8,0.5047 (149),0.5064,145,0.5053,,
50,VCU,24-9,0.5783,21.6,7,0.7552,0.5296 (105),0.4989,118,0.5194,,
,,,,,,,,,,,,
,,,,,,,,,,,,
51,George Mason,22-10,0.5758,18.8,6.4,0.746,0.5311 (103),0.4952,120,0.5191,,
52,Cleveland St,22-10,0.5751,20.8,7.6,0.7324,0.5274 (110),0.5133,114,0.5227,,
53,Tulsa,23-10,0.575,20.6,8.8,0.7007,0.5344 (97),0.5303,88,0.5331,,
54,Florida,23-10,0.5748,17.4,7.6,0.696,0.5351 (96),0.5329,87,0.5344,,
55,Maryland,20-13,0.5745,15.2,12.2,0.5547,0.5933 (23),0.5567,18,0.5811,,
56,Baylor,19-14,0.5727,15,13.2,0.5319,0.6085 (10),0.5419,13,0.5863,,
57,Georgetown,16-14,0.572,12.8,12.8,0.5,0.6148 (5),0.5586,4,0.596,,
58,South Carolina,21-9,0.5719,16.6,7.4,0.6917,0.5354 (95),0.5252,94,0.532,,
59,Northern Iowa,22-10,0.5714,21.2,10,0.6795,0.5420 (83),0.5221,84,0.5353,,
60,Boston College,22-11,0.5711,18,10.6,0.6294,0.5516 (70),0.5517,59,0.5516,,
,,,,,,,,,,,,
,,,,,,,,,,,,
61,Virginia Tech,18-14,0.57,16.4,13.6,0.5467,0.5923 (24),0.5489,25,0.5778,,
62,Arizona,19-13,0.5691,14.2,10.6,0.5726,0.5778 (36),0.5483,34,0.5679,,
63,Mississippi St,22-12,0.5691,19.2,12.4,0.6076,0.5678 (46),0.5331,53,0.5562,,
64,Auburn,21-11,0.5686,17,10.2,0.625,0.5590 (59),0.5312,62,0.5498,,
65,Miami (FL),17-12,0.5674,14.2,11.2,0.5591,0.5789 (35),0.5525,32,0.5701,,
66,New Mexico,21-11,0.5655,17.4,9.4,0.6493,0.5406 (87),0.5315,79,0.5376,,
67,UNLV,21-10,0.5652,17.4,9.2,0.6541,0.5379 (90),0.5307,83,0.5355,,
68,Rhode Island,22-10,0.5639,20.8,8.8,0.7027,0.5122 (134),0.5283,122,0.5176,,
69,Davidson,25-7,0.5617,24.2,7.4,0.7658,0.4947 (165),0.4917,164,0.4937,,
70,Penn State,22-11,0.5614,18,9.8,0.6475,0.5229 (118),0.5522,90,0.5327,,
,,,,,,,,,,,,
,,,,,,,,,,,,
71,UW Green Bay,21-9,0.558,19,6.6,0.7422,0.4883 (176),0.5132,158,0.4966,,
72,Providence,19-13,0.5576,15.4,12.2,0.558,0.5632 (53),0.5462,52,0.5575,,
73,American,24-7,0.557,23.2,5,0.8227,0.4627 (240),0.48,242,0.4685,,
74,Stephen F. Austin,20-7,0.5568,18.8,4.2,0.8174,0.4678 (231),0.4741,237,0.4699,,
75,Duquesne,21-12,0.5565,20.2,11.6,0.6352,0.5356 (94),0.5197,97,0.5303,,
76,Nebraska,18-12,0.5551,14,10.8,0.5645,0.5620 (54),0.5317,58,0.5519,,
77,Notre Dame,17-14,0.5539,13.8,12,0.5349,0.5609 (57),0.5589,43,0.5602,,
78,Northwestern,17-13,0.5537,13.4,11.4,0.5403,0.5614 (56),0.5517,50,0.5582,,
79,Kentucky,20-13,0.5524,16.8,13,0.5638,0.5570 (61),0.5321,64,0.5487,,
80,Miami (OH),17-13,0.5495,16.2,9.8,0.6231,0.5385 (89),0.4978,108,0.5249,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
81,Kansas St,20-11,0.5494,16,10.2,0.6107,0.5259 (112),0.5352,98,0.529,,
82,Mississippi,16-15,0.549,12.4,13.8,0.4733,0.5957 (20),0.5312,30,0.5742,,
83,Nevada,20-12,0.5486,18.4,12.8,0.5897,0.5470 (76),0.5105,86,0.5349,,
84,Cincinnati,17-14,0.5479,13.8,13.2,0.5111,0.5669 (49),0.5467,44,0.5602,,
85,UTEP,19-12,0.5476,17,11.6,0.5944,0.5378 (91),0.5205,93,0.532,,
86,Houston,21-11,0.5474,18.6,9.4,0.6643,0.5029 (152),0.5196,138,0.5085,,
87,North Dakota St,24-6,0.5462,24,4.8,0.8333,0.4400 (293),0.4714,291,0.4505,,
88,Binghamton,22-8,0.5442,21.2,6.4,0.7681,0.4626 (241),0.4833,238,0.4695,,
89,Buffalo,21-11,0.5409,20.2,10.2,0.6645,0.5008 (155),0.4975,154,0.4997,,
90,Northeastern,18-12,0.5409,19.2,11.6,0.6234,0.5154 (131),0.5095,126,0.5134,,
,,,,,,,,,,,,
,,,,,,,,,,,,
91,UA Little Rock,23-8,0.5403,23,8.4,0.7325,0.4698 (226),0.4888,218,0.4762,,
92,Washington St,17-15,0.54,15,15.4,0.4934,0.5578 (60),0.5512,54,0.5556,,
93,Wright St,20-13,0.5395,17.6,11,0.6154,0.5189 (124),0.5051,124,0.5143,,
94,Fairfield,17-15,0.5392,15.8,13,0.5486,0.5494 (73),0.5094,82,0.5361,,
95,Vanderbilt,19-12,0.5391,15,10.8,0.5814,0.5198 (122),0.5353,107,0.525,,
96,Evansville,15-13,0.5391,10.6,10.6,0.5,0.5683 (44),0.5196,57,0.5521,,
97,Vermont,23-8,0.5379,21.8,7.6,0.7415,0.4578 (252),0.4944,236,0.47,,
98,Bradley,17-14,0.5374,15,11.6,0.5639,0.5317 (102),0.5224,99,0.5286,,
99,Akron,22-12,0.5367,21.2,10,0.6795,0.4895 (173),0.4884,174,0.4891,,
100,Wyoming,17-13,0.5359,14.2,10.6,0.5726,0.5241 (113),0.5228,112,0.5236,,
,,,,,,,,,,,,
,,,,,,,,,,,,
101,Seton Hall,16-15,0.5355,14,14.6,0.4895,0.5529 (66),0.5467,60,0.5508,,
102,Coll of Charleston,25-8,0.5342,25,8,0.7576,0.4480 (275),0.4834,260,0.4598,,
103,Old Dominion,21-10,0.5335,18.6,8.8,0.6788,0.4767 (212),0.5015,191,0.485,,
104,Hofstra,20-11,0.5333,19.6,9.8,0.6667,0.4810 (196),0.5048,175,0.4889,,
105,Saint Joseph's,17-15,0.5328,16.6,15,0.5253,0.5411 (86),0.5237,85,0.5353,,
106,Stanford,18-13,0.5325,14.4,11.4,0.5581,0.5097 (137),0.5525,110,0.524,,
107,Weber St,20-9,0.5309,20,8.6,0.6993,0.4698 (227),0.4847,225,0.4748,,
108,Alabama,16-14,0.5298,12,13.2,0.4762,0.5524 (68),0.5383,65,0.5477,,
109,Robert Morris,24-10,0.5297,22,8,0.7333,0.4560 (258),0.4733,254,0.4618,,
110,Boise St,18-12,0.5292,15.6,10,0.6094,0.4998 (159),0.5076,147,0.5024,,
,,,,,,,,,,,,
,,,,,,,,,,,,
111,North Carolina St,16-14,0.5281,11.2,12,0.4828,0.5458 (80),0.538,74,0.5432,,
112,La Salle,18-13,0.5263,16,13.8,0.5369,0.5223 (119),0.5236,113,0.5228,,
113,Portland St,20-9,0.5259,18.8,6.6,0.7402,0.4407 (290),0.4821,276,0.4545,,
114,Virginia,18-Oct,0.5256,6.8,17.6,0.2787,0.6381 (1),0.5475,2,0.6079,,
115,Cornell,19-9,0.5251,16.6,5.8,0.7411,0.4405 (291),0.4783,285,0.4531,,
116,East Tenn St,21-10,0.5246,20.2,8.4,0.7063,0.4603 (247),0.4713,249,0.464,,
117,New Mexico St,17-15,0.5245,13.8,12.6,0.5227,0.5334 (99),0.5086,106,0.5251,,
118,Mt St. Mary's,19-13,0.5233,17,9.4,0.6439,0.4920 (167),0.4654,198,0.4831,,
119,Texas Tech,13-19,0.5228,8.6,17,0.3359,0.6048 (13),0.5457,14,0.5851,,
120,Portland,18-12,0.5219,15.6,9.2,0.629,0.4790 (205),0.5008,188,0.4862,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
121,Iowa,15-17,0.521,10.2,14.2,0.418,0.5601 (58),0.5458,55,0.5553,,
122,Oakland,21-12,0.5206,19.8,8.4,0.7021,0.4489 (271),0.4823,258,0.46,,
123,Saint Louis,17-14,0.5196,12.6,11.6,0.5207,0.5197 (123),0.5182,119,0.5192,,
124,Belmont,19-12,0.5184,17.4,9.6,0.6444,0.4802 (201),0.4686,216,0.4763,,
125,Rider,19-12,0.5183,17,10.8,0.6115,0.4815 (194),0.4988,182,0.4873,,
126,North Texas,19-12,0.5175,17.4,11.2,0.6084,0.4857 (184),0.4902,183,0.4872,,
127,CS Northridge,16-13,0.5175,14.4,9.4,0.605,0.4915 (169),0.4818,179,0.4883,,
128,VMI,20-8,0.5169,20.4,7.2,0.7391,0.4283 (307),0.4718,308,0.4428,,
129,Richmond,17-15,0.5169,16.6,14.6,0.5321,0.5073 (141),0.5208,129,0.5118,,
130,Morgan St,22-11,0.5164,22.8,9,0.717,0.4369 (300),0.475,293,0.4496,,
,,,,,,,,,,,,
,,,,,,,,,,,,
131,Troy,18-12,0.5146,16.4,9.6,0.6308,0.4681 (230),0.4912,220,0.4758,,
132,Radford,18-11,0.5145,18,10.6,0.6294,0.4753 (217),0.4782,217,0.4762,,
133,Drexel,15-14,0.5145,14.6,12.8,0.5328,0.5065 (144),0.512,140,0.5084,,
134,UW Milwaukee,15-14,0.5138,12.2,11.2,0.5214,0.5130 (132),0.5079,131,0.5113,,
135,Idaho,15-15,0.5134,12.2,11.8,0.5083,0.5233 (115),0.4986,123,0.5151,,
136,Texas A&M CC,15-15,0.5126,15,11.8,0.5597,0.5004 (157),0.4901,157,0.4969,,
137,Kent St,18-14,0.5112,15.2,12,0.5588,0.4969 (161),0.4922,162,0.4953,,
138,James Madison,19-14,0.5111,18.6,13.2,0.5849,0.4800 (202),0.4994,187,0.4865,,
139,Georgia Tech,19-Dec,0.511,9.2,18.2,0.3358,0.5819 (32),0.5443,33,0.5694,,
140,UT Martin,20-9,0.5094,19.6,8.2,0.705,0.4255 (310),0.4816,305,0.4442,,
,,,,,,,,,,,,
,,,,,,,,,,,,
141,Morehead St,17-15,0.5093,14.6,10.6,0.5794,0.4961 (163),0.4655,189,0.4859,,
142,Oral Roberts,15-15,0.5084,14.2,11.8,0.5462,0.5039 (150),0.4796,160,0.4958,,
143,Austin Peay,17-13,0.5083,17.8,12.6,0.5855,0.4866 (180),0.4747,201,0.4826,,
144,Jacksonville,18-13,0.5083,17.2,12.2,0.585,0.4871 (178),0.4742,200,0.4828,,
145,South Alabama,19-13,0.5067,17.4,12.2,0.5878,0.4735 (219),0.4919,205,0.4796,,
146,Southern Illinois,18-Dec,0.5067,11.2,17.2,0.3944,0.5528 (67),0.5267,70,0.5441,,
147,Pacific,18-12,0.5066,17.2,10.8,0.6143,0.4640 (238),0.4841,233,0.4707,,
148,Murray St,17-12,0.5065,15.4,10.4,0.5969,0.4769 (211),0.4752,214,0.4763,,
149,Arkansas,14-16,0.5062,9.6,14.8,0.3934,0.5529 (65),0.5254,71,0.5438,,
150,St. John's,16-17,0.5061,10.8,16.6,0.3942,0.5439 (82),0.5424,72,0.5434,,
,,,,,,,,,,,,
,,,,,,,,,,,,
151,Liberty,18-11,0.5048,16.4,8.6,0.656,0.4414 (289),0.4804,278,0.4544,,
152,Massachusetts,18-Nov,0.5044,9.8,16.8,0.3684,0.5645 (50),0.5202,63,0.5497,,
153,Sam Houston,14-12,0.5041,14,10.8,0.5645,0.4861 (183),0.4796,196,0.4839,,
154,Oregon St,17-Nov,0.5027,9.8,16.2,0.3769,0.5460 (79),0.5417,69,0.5446,,
155,Southern Miss,17-Dec,0.5026,10,15.8,0.3876,0.5536 (63),0.5158,77,0.541,,
156,Long Beach,15-15,0.5026,13.8,13.4,0.5074,0.5050 (148),0.4932,151,0.501,,
157,Bowling Green,17-13,0.5025,15.8,11.4,0.5809,0.4676 (232),0.4937,214,0.4763,,
158,Wichita St,15-16,0.5025,10.6,13.2,0.4454,0.5162 (130),0.5322,116,0.5215,,
159,Nicholls St,17-11,0.5021,16.6,9.4,0.6385,0.4505 (267),0.4691,269,0.4567,,
160,Manhattan,16-14,0.5019,15.2,13.2,0.5352,0.4891 (174),0.4941,170,0.4907,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
161,Boston U,17-13,0.5016,16.6,13,0.5608,0.4799 (203),0.4858,202,0.4818,,
162,UMBC,14-17,0.4998,13.2,14.2,0.4818,0.5173 (126),0.4829,143,0.5058,,
163,Drake,16-15,0.4996,13.2,15.4,0.4615,0.5081 (140),0.5206,127,0.5123,,
164,TCU,13-17,0.4993,10.6,15,0.4141,0.5236 (114),0.5361,102,0.5277,,
165,UCF,16-14,0.4993,12.4,12,0.5082,0.4863 (182),0.5165,159,0.4964,,
166,UIC,15-15,0.4986,15.4,14.2,0.5203,0.4804 (199),0.5136,169,0.4914,,
167,Iowa State,14-17,0.4979,10,15.4,0.3937,0.5295 (106),0.539,91,0.5327,,
168,Navy,19-11,0.4973,17,9.4,0.6439,0.4376 (299),0.4699,296,0.4484,,
169,Holy Cross,18-14,0.4972,15.6,11.6,0.5735,0.4710 (223),0.4733,229,0.4718,,
170,Middle Tenn St,16-14,0.497,15.2,13.6,0.5278,0.4864 (181),0.4873,185,0.4867,,
,,,,,,,,,,,,
,,,,,,,,,,,,
171,Marshall,17-Dec,0.4965,8.8,14.6,0.3761,0.5491 (75),0.5117,80,0.5367,,
172,Wofford,15-14,0.4952,15,12,0.5556,0.4732 (222),0.4791,223,0.4751,,
173,Eastern Kentucky,16-12,0.4943,14,8,0.6364,0.4357 (304),0.4696,298,0.447,,
174,Chattanooga,16-16,0.4933,13.6,13.2,0.5075,0.4882 (177),0.4893,177,0.4886,,
175,The Citadel,18-12,0.4933,18.4,12,0.6053,0.4456 (278),0.4767,271,0.4559,,
176,Louisiana Tech,15-16,0.4927,13.8,13.2,0.5111,0.4807 (198),0.4984,186,0.4866,,
177,UC Santa Barbara,15-15,0.4926,12.6,12.6,0.5,0.4968 (162),0.4768,172,0.4901,,
178,Albany,15-16,0.4923,13,12.8,0.5039,0.4900 (172),0.4853,178,0.4884,,
179,Alabama St,20-9,0.4914,20,6.6,0.7519,0.3817 (341),0.4503,340,0.4046,,
180,Oregon,23-Aug,0.4911,6,22.6,0.2098,0.6054 (12),0.5437,15,0.5848,,
,,,,,,,,,,,,
,,,,,,,,,,,,
181,Jackson St,18-15,0.4903,16.8,9.8,0.6316,0.4388 (297),0.4519,307,0.4432,,
182,Mercer,16-15,0.4901,16,12.6,0.5594,0.4607 (245),0.4796,243,0.467,,
183,Sacred Heart,17-14,0.4892,15.8,11.6,0.5766,0.4568 (257),0.4665,259,0.46,,
184,Ohio,15-17,0.4882,11.4,12.6,0.475,0.4935 (166),0.4908,165,0.4926,,
185,UT San Antonio,16-13,0.4873,15.2,10.6,0.5891,0.4423 (284),0.4756,284,0.4534,,
186,Montana,15-12,0.4872,13,9.6,0.5752,0.4482 (274),0.4773,266,0.4579,,
187,UT Arlington,13-14,0.4865,13.4,10.8,0.5537,0.4586 (250),0.475,248,0.4641,,
188,Tulane,13-17,0.4859,10.2,14.6,0.4113,0.5119 (135),0.5087,133,0.5108,,
189,Western Carolina,14-15,0.4843,11.6,11.4,0.5043,0.4774 (210),0.478,211,0.4776,,
190,South Florida,22-Sep,0.4833,6.6,20.4,0.2444,0.5678 (45),0.5532,39,0.563,,
,,,,,,,,,,,,
,,,,,,,,,,,,
191,San Jose St,17-Nov,0.4831,10.6,15.8,0.4015,0.5182 (125),0.4944,134,0.5102,,
192,Georgia,20-Dec,0.482,8.4,19.6,0.3,0.5494 (74),0.5294,75,0.5427,,
193,St. Bonaventure,15-15,0.482,14.6,14.6,0.5,0.4579 (251),0.5122,219,0.476,,
194,San Diego,14-16,0.4815,12.8,15.6,0.4507,0.4782 (207),0.5187,167,0.4917,,
195,Loyola (Maryland),20-Dec,0.4814,12.4,19.2,0.3924,0.5170 (127),0.4992,132,0.5111,,
196,Rutgers,21-Nov,0.4813,9,21,0.3,0.5469 (77),0.5314,76,0.5417,,
197,Stony Brook,15-14,0.4807,16.2,14.4,0.5294,0.4620 (242),0.4695,246,0.4645,,
198,Santa Clara,14-17,0.4805,12,14.2,0.458,0.4817 (192),0.5007,180,0.488,,
199,CS Fullerton,14-17,0.4804,14.8,16.6,0.4713,0.4885 (175),0.4731,197,0.4834,,
200,UNC Asheville,16-Dec,0.479,10.4,12,0.4643,0.4846 (187),0.4826,195,0.484,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
201,New Hampshire,13-16,0.4773,12.2,14,0.4656,0.4833 (190),0.4769,204,0.4812,,
202,George Washington,18-Oct,0.4772,8.4,16,0.3443,0.5288 (109),0.507,115,0.5215,,
203,Canisius,20-Nov,0.4772,11,18.4,0.3741,0.5165 (129),0.5015,130,0.5115,,
204,Indiana St,21-Oct,0.4771,10,20.6,0.3268,0.5306 (104),0.5204,104,0.5272,,
205,UC Riverside,16-13,0.4766,14.4,9.8,0.595,0.4151 (322),0.4811,314,0.4371,,
206,DePaul,24-Sep,0.4766,7,23.6,0.2288,0.5671 (48),0.5433,46,0.5592,,
207,Idaho St,19-Dec,0.4764,8.8,15,0.3697,0.5232 (116),0.4895,128,0.512,,
208,Lamar,15-Nov,0.4757,11,13.4,0.4508,0.4827 (191),0.4866,194,0.484,,
209,Charlotte,20-Nov,0.4733,8.2,18.4,0.3083,0.5293 (107),0.5261,100,0.5283,,
210,Montana St,13-17,0.4724,13.4,14.6,0.4786,0.4646 (236),0.4819,234,0.4704,,
,,,,,,,,,,,,
,,,,,,,,,,,,
211,Missouri St,20-Nov,0.4718,8.2,18.8,0.3037,0.5344 (98),0.5149,101,0.5279,,
212,Colorado St,21-Sep,0.4713,7.4,19.8,0.2721,0.5460 (78),0.5209,78,0.5377,,
213,Iona,19-Dec,0.4708,12,17.4,0.4082,0.4845 (188),0.5061,166,0.4917,,
214,Loyola (Chicago),13-17,0.4697,12.2,16.2,0.4296,0.4735 (220),0.5022,199,0.4831,,
215,Presbyterian,17-Dec,0.4696,9.6,12.2,0.4404,0.4782 (208),0.4817,206,0.4794,,
216,Indiana,25-May,0.4691,3,24.6,0.1087,0.6106 (9),0.5465,9,0.5892,,
217,Florida Intl,19-Dec,0.4673,9.6,16.6,0.3664,0.5033 (151),0.4962,152,0.5009,,
218,Gardner Webb,17-Oct,0.4664,10.8,14.2,0.432,0.4808 (197),0.4719,210,0.4778,,
219,Towson,22-Dec,0.4663,11.2,20.8,0.35,0.5096 (138),0.4958,146,0.505,,
220,Coppin St,19-Dec,0.4661,11.2,14.2,0.4409,0.4739 (218),0.4758,226,0.4745,,
,,,,,,,,,,,,
,,,,,,,,,,,,
221,Rice,22-Oct,0.4661,8.8,21.6,0.2895,0.5322 (100),0.5105,109,0.5249,,
222,Fresno St,21-Dec,0.4626,10,20.2,0.3311,0.5093 (139),0.5006,142,0.5064,,
223,East Carolina,17-Oct,0.4623,8.4,15.4,0.3529,0.4868 (179),0.5227,156,0.4988,,
224,Stetson,17-Nov,0.4621,9,13.8,0.3947,0.4909 (171),0.4717,193,0.4845,,
225,Delaware,13-19,0.4619,11,17.4,0.3873,0.4803 (200),0.4996,184,0.4867,,
226,Denver,15-16,0.4617,11,12.4,0.4701,0.4499 (269),0.4767,263,0.4589,,
227,Samford,14-16,0.4605,12.4,12.8,0.4921,0.4379 (298),0.4742,292,0.45,,
228,IPFW,17-Dec,0.4602,11.2,14.6,0.4341,0.4660 (234),0.4747,241,0.4689,,
229,Central Connecticut,13-17,0.4594,11.8,14.2,0.4538,0.4605 (246),0.4628,256,0.4613,,
230,Yale,15-Dec,0.4594,11.2,11.4,0.4956,0.4450 (281),0.452,297,0.4473,,
,,,,,,,,,,,,
,,,,,,,,,,,,
231,Eastern Washington,17-Nov,0.459,9,13.4,0.4018,0.4757 (213),0.4829,209,0.4781,,
232,Quinnipiac,15-16,0.4582,16.2,16,0.5031,0.4391 (295),0.4515,306,0.4433,,
233,Georgia St,20-Oct,0.4582,9.6,19.2,0.3333,0.4992 (160),0.5009,153,0.4998,,
234,Chicago St,17-13,0.4578,15.8,10.6,0.5985,0.3902 (337),0.4523,336,0.4109,,
235,Colorado,22-Aug,0.4572,5.2,21.6,0.194,0.5530 (64),0.5289,68,0.545,,
236,Lipscomb,15-14,0.4571,13,11.6,0.5285,0.4153 (321),0.4695,319,0.4334,,
237,UC Irvine,18-Dec,0.4562,11.6,16.4,0.4143,0.4616 (243),0.4874,235,0.4702,,
238,Utah Valley,15-11,0.4562,12.6,9.8,0.5625,0.4021 (329),0.4579,330,0.4207,,
239,Youngstown St,19-Sep,0.4558,8.6,18.6,0.3162,0.5023 (153),0.5022,148,0.5023,,
240,Long Island,16-14,0.4549,12.8,10.8,0.5424,0.4076 (324),0.4621,323,0.4258,,
,,,,RPI Data,,,,,SOS,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA
241,IUPUI,13-14,0.4543,13.4,13.2,0.5038,0.4172 (319),0.479,312,0.4378,,
242,Hawai'i,13-17,0.4542,9.4,17.8,0.3456,0.4841 (189),0.503,171,0.4904,,
243,Arkansas St,17-Nov,0.454,9.8,14.2,0.4083,0.4608 (244),0.4861,240,0.4692,,
244,Hampton,15-16,0.4537,15.4,15.2,0.5033,0.4260 (309),0.4596,313,0.4372,,
245,William & Mary,20-Sep,0.4526,7.4,18.8,0.2824,0.5202 (121),0.4876,136,0.5093,,
246,Harvard,13-14,0.4526,13.4,13.2,0.5038,0.4189 (317),0.4689,317,0.4356,,
